Guid,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,AccountNumber,Website,Industry,NumberOfEmployees,Ownership,Description,CurrencyIsoCode,IsPartner,IsCustomerPortal,Jigsaw,AccountSource,SicDesc,SBQQ__ContractCoTermination__c,SBQQ__RenewalModel__c,SBQQ__RenewalPricingMethod__c,SBQQ__TaxExempt__c,SBQQ__AssetQuantitiesCombined__c,SBQQ__CoTermedContractsCombined__c,SBQQ__DefaultOpportunity__c,SBQQ__IgnoreParentContractedPrices__c,SBQQ__PreserveBundle__c,SBQQ__PriceHoldEnd__c,SBQQ__CoTerminationEvent__c
3de67c83-040e-4e3e-a3da-b352f73043e6,#N/A,Edgetag,Prospect,#N/A,233 S Wacker Dr,Chicago,IL,60606-7147,United States,#N/A,#N/A,#N/A,#N/A,#N/A,29 Noalimba Cr,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.872.825.4000,#N/A,#N/A,Retail,#N/A,#N/A,Realia Home is the leader in Retail in Chicago,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
410e52c7-b9de-422c-8c64-c6476218130f,#N/A,Quire,Customer,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,4/81 Doncaster Av,Kensington,NSW,1465,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(02) 6721 8929,#N/A,#N/A,Healthcare,#N/A,#N/A,SB North is the leader in Healthcare in Kensington,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
411dfba5-1824-41f5-ae7b-3f9f7e4d572d,#N/A,Vimbo,Prospect,#N/A,1234 Hilltop Road,Broomfield,Colorado,80020,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,#N/A,#N/A,Rachel Adams is the leader in Healthcare in Broomfield,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
42257c21-626b-4e88-801d-ece66b811ce1,#N/A,Skimia,Prospect,#N/A,51 Madison Ave Bsmt 1b,New York,NY,10010-1655,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.576.7000,#N/A,#N/A,Healthcare,#N/A,#N/A,Athena Theraputics is the leader in Healthcare in New York,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
438a418c-876f-451f-8dca-10bd30b33323,#N/A,Tazz,Customer,#N/A,1 John Deere Pl,Moline,IL,61265-8098,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.309.765.8000,#N/A,#N/A,Technology,#N/A,#N/A,Fastforward Software is the leader in Technology in Moline,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
45eeb4db-5154-4aa1-b120-5a2dbd0def2e,#N/A,Topicshots,Prospect,#N/A,1 SW Bowerman Dr,Beaverton,OR,97005-0979,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.503.671.6453,#N/A,#N/A,Technology,#N/A,#N/A,Gadgetron is the leader in Technology in Beaverton,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
468f2883-a4a2-4df8-82ed-8d8228f9cd1e,#N/A,Trilith,Customer,#N/A,27 Temple St,Victoria Park,WA,6100,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,27 Temple St,Victoria Park,WA,6100,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(08) 7764 6096,#N/A,#N/A,Banking,#N/A,#N/A,LexCorp is the leader in Banking in Victoria Park,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
498fa26e-6e4e-4ace-b1f6-49f12603af85,#N/A,Topdrive,Prospect,#N/A,539 S Main St,Findlay,OH,45840-3229,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.419.422.2121,#N/A,#N/A,Healthcare,#N/A,#N/A,Claton Gardner Hospital is the leader in Healthcare in Findlay,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
4b059cbc-eea8-45fc-8c37-fb4b1e2b0002,#N/A,IHG Hotels & Resorts,Prospect,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Hospitality,9636,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
4caef2a9-36d3-4605-aaa6-ad78903a9559,#N/A,Talane,Customer,#N/A,75 Avenue de la Grande Armée,Paris,#N/A,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Shipping,#N/A,#N/A,Universal Export is the leader in Shipping,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
4ea4dbe1-6a2e-400d-aaf6-7b16d3e4addd,#N/A,Twitterwire,Customer,#N/A,BC V6T 1A7,Vancouver,BC,#N/A,Canada,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Services,#N/A,#N/A,Spade and Archer is the leader in Services in BC,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
4ed5c089-8727-49b0-a443-c6b31069938f,#N/A,Bubblemix,Prospect,#N/A,40 Toirram Cr,Cranbourne,VIC,3977,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,40 Toirram Cr,Cranbourne,VIC,3977,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(03) 7305 6379,#N/A,#N/A,Education,#N/A,#N/A,Monarch Playing Card Co. is the leader in Education in Cranbourne,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
50abb216-b7d6-499c-bb6e-6c1423b2a616,#N/A,Tazzy,Prospect,#N/A,1000 Lowes Blvd,Mooresville,NC,28117-8520,United States,#N/A,#N/A,#N/A,#N/A,#N/A,P.O. BOX 1000,Mooresville,NC,28115-1000,US,#N/A,#N/A,#N/A,#N/A,#N/A,1.704.758.1000,#N/A,#N/A,Consumer Goods,#N/A,#N/A,Finley Companies is the leader in Consumer Goods in Mooresville,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
52d6cf70-551d-41b4-84e8-9d84ee63d1be,#N/A,Skaboo,Customer,#N/A,70173,Baden-Württemberg,Stuttgart,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,#N/A,#N/A,St Francis West Side is the leader in Healthcare in Baden-Württemberg,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
539fc471-59df-429a-b532-8bdfd5415e43,#N/A,Skalith,Customer,#N/A,40 Archibald St,Fairfield,QLD,4103,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,40 Archibald St,Fairfield,QLD,4103,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(07) 8503 6141,#N/A,#N/A,Chemicals,#N/A,#N/A,Mooby Corp is the leader in Chemicals in Fairfield,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
5cf9621d-300c-4ab0-a21c-29427ced97a5,#N/A,Gabtune,Prospect,#N/A,1234 Hilltop Road,Broomfield,Colorado,80020,USA,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,(720) 562-5896,#N/A,#N/A,Healthcare,#N/A,#N/A,Adams Household is the leader in Healthcare in Broomfield,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
5e218fe8-7150-425f-8959-0f571da748ca,#N/A,Babbleopia,Customer,#N/A,5/5a The Avenue,Balaclava,VIC,3183,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,5/5a The Avenue,Balaclava,VIC,3183,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(03) 8569 6279,#N/A,#N/A,Healthcare,#N/A,#N/A,Praveen Kagalkar Hospital is the leader in Healthcare in Balaclava,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
5e48640b-3dfc-4944-9437-1f3dc394c641,#N/A,Blogspan,Prospect,#N/A,574 Duke Circle,Sioux City,OH,51105,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Financial Services,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
5e4b108e-c82e-497a-8ff6-9f87e3ad61b8,#N/A,Six Flags Entertainment,Prospect,#N/A,#N/A,#N/A,TX,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
5e93e5fe-0c50-4615-8bf6-39546b6cbfaf,#N/A,Topiclounge,Customer,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,54 McLaren Street,North Sydney,NSW,2060,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(02) 8592 7342,#N/A,#N/A,Consulting,#N/A,#N/A,Demo Company is the leader in Consulting in North Sydney,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
5fec6d31-0cec-472f-8092-650994f7426f,#N/A,Voolia,Customer,#N/A,"16, bd des Italiens",Paris,Paris,#N/A,France,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Healthcare,#N/A,#N/A,SS South is the leader in Healthcare in Paris,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
62c87a80-8595-43e4-a01a-8d4efdf42f5f,#N/A,JumpXS,Prospect,#N/A,200 Vesey St,New York,NY,10285-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.640.2000,#N/A,#N/A,Consumer Goods,#N/A,#N/A,Walken Group is the leader in Consumer Goods in New York,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
64668e53-9fb1-4bfb-aa43-80bba795a6de,#N/A,Zazio,Prospect,#N/A,4333 Amon Carter Blvd,Fort Worth,TX,76155-2664,United States,#N/A,#N/A,#N/A,#N/A,#N/A,P.O. BOX 619616,Dallas,TX,75261-9616,US,#N/A,#N/A,#N/A,#N/A,#N/A,1.817.963.1234,#N/A,#N/A,Media,#N/A,#N/A,Primary Printing is the leader in Media in Fort Worth,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
6af2cd9d-45b2-4fdc-b828-ce1202fdd7d1,#N/A,Buzzshare,Customer,957b9bf5-b619-466b-8fce-d7fc114ab3b0,2941 Frview Pk Dr Ste 100,Falls Church,VA,22042,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.703.876.3000,#N/A,#N/A,Transportation,#N/A,#N/A,Keading Transportation Services is the leader in Transportation in Falls Church,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
6bdb335e-1999-45f2-8a23-8fc946a880b5,#N/A,Meeveo,Customer,#N/A,"Tesco House, Shire Park, Kestrel Way",Welwyn Garden City,#N/A,AL7 1GA,United Kingdom,#N/A,#N/A,#N/A,#N/A,#N/A,"Tesco House, Shire Park, Kestrel Way",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Biotechnology,#N/A,#N/A,Western Gas & Electric is the leader in Biotechnology,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
6c624039-ce09-4f57-8ba4-eb3fccade287,#N/A,Acme,Prospect,#N/A,10 Main Rd.,Mead,NY,31349,USA,#N/A,#N/A,#N/A,#N/A,#N/A,10 Main Rd.,New York,NY,31349,USA,#N/A,#N/A,#N/A,#N/A,#N/A,(212) 555-5570,#N/A,www.acme.co,Corporate Office,680,#N/A,"These are my notes, my only notes, my friend.",#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A
6dec60b7-7f75-40a5-b0bb-8e608fb05891,#N/A,Lazzy,Customer,#N/A,28 Besline St,Kuraby,QLD,4112,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,28 Besline St,Kuraby,QLD,4112,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(07) 6674 6703,#N/A,#N/A,Manufacturing,#N/A,#N/A,Leeding Engines Ltd. is the leader in Manufacturing in Kuraby,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
6e55185b-05e1-497f-b865-66135a444678,#N/A,Oloo,Customer,#N/A,100 Ne Adams St,Peoria,IL,61629-0002,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.309.675.1000,#N/A,#N/A,Automotive,#N/A,#N/A,Carthage Automotive is the leader in Automotive in Peoria,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
6e9e4e46-cfe6-4cc2-9674-2214593afeaa,#N/A,Roomm,Prospect,#N/A,151 Farmington Ave,Hartford,CT,06156-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.860.273.0123,#N/A,#N/A,Energy,#N/A,#N/A,Initrode is the leader in Energy in Hartford,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
6f09e493-6a32-46d8-91f4-d1c1d0303a91,#N/A,Jabbersphere,Customer,#N/A,3333 Beverly Rd,Hoffman Estates,IL,60179-0001,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.847.286.2500,#N/A,#N/A,Communications,#N/A,#N/A,SocialScaling is the leader in Communications in Hoffman Estates,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
710d6c62-80c6-4365-92a7-c606b322436a,#N/A,Babblestorm,Prospect,#N/A,1011 Centre Road,Berlin,Berlin,#N/A,Germany,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Biotechnology,#N/A,#N/A,Strickland Propane is the leader in Biotechnology in Berlin,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
71380217-6fe7-4fae-bf50-646258373013,#N/A,Buzzbean,Prospect,#N/A,200 West St Bldg 200,New York,NY,10282-2198,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.902.1000,#N/A,#N/A,Energy,#N/A,#N/A,"Voltronics, Inc. is the leader in Energy in New York",#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
753729ad-ce94-42e7-a9c6-96abd274e1f9,#N/A,salesforce.com,Prospect,#N/A,"The Landmark @ One Market, Suite 300",San Francisco,CA,94105,USA,#N/A,#N/A,#N/A,#N/A,#N/A,"The Landmark @ One Market, Suite 300",San Francisco,CA,94105,USA,#N/A,#N/A,#N/A,#N/A,#N/A,(415) 901-7000,#N/A,http://www.salesforce.com,Corporate Office,#N/A,#N/A,"Founded in March 1999, salesforce.com (http://www.salesforce.com) builds and delivers customer relationship management (CRM) applications as scalable online services. The salesforce.com product suite - Team Edition, Professional Edition, Enterprise Edition, Wireless Edition and Offline Edition - gives companies of all sizes a complete 360-degree view of the customer. The company's award-winning CRM solutions provide integrated online sales force automation, customer service and support management, and marketing automation applications to help companies meet the complex challenges of global customer communication. Salesforce.com has received considerable recognition in the industry, including Editors' Choice and two Five-Star ratings from PC Magazine, two Deploy Awards from InfoWorld, Red Herring 100, Upside Hot 100, Investor's Choice Award from Enterprise Outlook, Editors' Choice from TMCLabs, Top 10 CRM Implementation from Aberdeen Group, and InfoWorld's 2001 CRM Technology of the Year. Founded in 1999, salesforce.com is headquartered in San Francisco, with offices in Europe and Asia.",#N/A,#N/A,false,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,false,false,#N/A,false,false,#N/A,#N/A
755bc092-0d33-4c7b-be65-7dc9ec458766,#N/A,Aibox,Customer,6af2cd9d-45b2-4fdc-b828-ce1202fdd7d1,23 Lundy Av,Kingsgrove,NSW,1480,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,23 Lundy Av,Kingsgrove,NSW,1480,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(02) 6082 8265,#N/A,#N/A,Technology,#N/A,#N/A,Spacely Sprockets is the leader in Technology in Kingsgrove,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
75d0e60f-b11c-476f-89e3-bcd2c10821fa,#N/A,Viva,Customer,#N/A,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,34 Frasers Rd,Mitchelton,QLD,4053,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(07) 8057 8902,#N/A,#N/A,Healthcare,#N/A,#N/A,Christian Lavendar Hospital is the leader in Healthcare in Mitchelton,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
78cc2f2d-2bcc-4ecb-b4b1-0a361cebb1d5,#N/A,AMC Entertainment,Customer,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Entertainment,4408,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
7a0e2bbb-2712-4df7-be88-17d204a2a3c8,#N/A,Divavu,Customer,#N/A,1300 Morris Dr Ste 100,Chesterbrook,PA,19087-5594,United States,#N/A,#N/A,#N/A,#N/A,#N/A,P.O. BOX 959,Valley Forge,PA,19482-0959,US,#N/A,#N/A,#N/A,#N/A,#N/A,1.610.727.7000,#N/A,#N/A,Manufacturing,#N/A,#N/A,Apogee Corp. is the leader in Manufacturing in Chesterbrook,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
7be5788b-b87b-480f-88a1-fd966ade7ac6,#N/A,Dynava,Prospect,#N/A,3 Parkway N Ste 300,Deerfield,IL,60015-2565,United States,#N/A,#N/A,#N/A,#N/A,#N/A,23 Lundy Av,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.847.943.4000,#N/A,#N/A,Transportation,#N/A,#N/A,SWD Logistics is the leader in Transportation in Deerfield,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
7cdc7de7-12ab-47c6-b059-3d44c9b94cee,#N/A,Twiyo,Customer,#N/A,1211 Ave of The Americas,New York,NY,10036-8701,United States,#N/A,#N/A,#N/A,#N/A,#N/A,178 Campbell Parade,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.212.852.7000,#N/A,#N/A,Automotive,#N/A,#N/A,Enginomics is the leader in Automotive in New York,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
7e0cf815-fe66-4847-a9e2-d8aa46f5751e,#N/A,Oyonder,Prospect,#N/A,08697 Ryan Junction,Cincinnati,OH,45271,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Construction,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
7f2551b2-699d-48db-8080-6acc33b78454,#N/A,Bluejam,Customer,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,348 St Kilda Road,Melbourne,VIC,3004,Australia,#N/A,#N/A,#N/A,#N/A,#N/A,(03) 7876 8876,#N/A,#N/A,Food & Beverage,#N/A,#N/A,Globex Corporation is the leader in Food & Beverage in Melbourne,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
801c3650-d8d4-4b39-a851-457cab98dead,#N/A,Thoughtmix,Customer,#N/A,1 Coca Cola Plz NW,Atlanta,GA,30313-2499,United States,#N/A,#N/A,#N/A,#N/A,#N/A,P.O. BOX 1734,Atlanta,GA,30301-1734,US,#N/A,#N/A,#N/A,#N/A,#N/A,1.404.676.2121,#N/A,#N/A,Energy,#N/A,#N/A,Transworld Consortium is the leader in Energy in Atlanta,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
8035157a-f978-48f6-8c61-ef31542d6807,#N/A,Jabbertype,Prospect,#N/A,71 Miller Hill,Indianapolis,IN,46202,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,Utilities,#N/A,#N/A,#N/A,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
809a7c29-0134-4501-8765-9e3068a46055,#N/A,Fatz,Customer,#N/A,1600 Amphitheatre Pkwy,Mountain View,CA,94043-1351,United States,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1.650.253.0000,#N/A,#N/A,Retail,#N/A,#N/A,Roxxon is the leader in Retail in Mountain View,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
8387b2ff-2279-48b7-b907-dde12c7a1f3d,#N/A,Voonix,Customer,#N/A,1 Procter and Gamble Plz,Cincinnati,OH,45202-3393,United States,#N/A,#N/A,#N/A,#N/A,#N/A,P.O. BOX 599,Cincinnati,OH,45201-0599,US,#N/A,#N/A,#N/A,#N/A,#N/A,1.513.983.1100,#N/A,#N/A,Consumer Goods,#N/A,#N/A,ADM Goods is the leader in Consumer Goods in Cincinnati,#N/A,#N/A,false,#N/A,#N/A,#N/A,Never,Contract Based,Same,No,false,false,#N/A,false,true,#N/A,#N/A
